simulationId,fromRound,toRound,pairId,opponentFrom,opponentTo,opponentChanged
2,3,4,P15|P2,P7|P9,P13|P20,true
3,9,10,P10|P9,P14|P3,P11|P4,true
4,6,7,P13|P5,P14|P17,P16|P9,true
6,9,10,P11|P18,P1|P8,P10|P9,true
7,6,7,P11|P7,P10|P17,P19|P5,true
9,1,2,P12|P5,P1|P19,P2|P4,true
10,8,9,P17|P5,P6|P7,P14|P3,true
14,5,6,P16|P20,P11|P17,P17|P6,true
18,7,8,P17|P3,P11|P12,P10|P5,true
20,9,10,P16|P19,P20|P7,P12|P18,true
21,4,5,P10|P8,P12|P18,P13|P4,true
22,5,6,P10|P3,P13|P5,P11|P16,true
25,8,9,P18|P5,P17|P6,P14|P17,true
30,9,10,P11|P8,P14|P6,P19|P9,true
32,5,6,P1|P11,P13|P5,P16|P6,true
32,7,8,P20|P7,P15|P2,P10|P14,true
36,8,9,P14|P5,P12|P2,P15|P17,true
37,5,6,P20|P7,P1|P16,P10|P13,true
38,3,4,P7|P8,P11|P5,P19|P4,true
39,8,9,P20|P6,P13|P7,P12|P8,true
40,4,5,P11|P3,P17|P2,P14|P8,true
40,6,7,P1|P10,P11|P6,P13|P16,true
42,8,9,P2|P7,P13|P4,P10|P6,true
44,8,9,P15|P16,P1|P12,P19|P7,true
46,4,5,P17|P18,P14|P15,P10|P6,true
46,5,6,P10|P6,P17|P18,P7|P8,true
47,6,7,P10|P20,P1|P9,P12|P13,true
47,7,8,P18|P4,P3|P8,P2|P6,true
47,9,10,P16|P19,P11|P12,P2|P20,true
48,6,7,P12|P20,P14|P7,P11|P18,true
49,7,8,P12|P5,P18|P6,P15|P7,true
50,5,6,P14|P5,P18|P9,P12|P6,true
51,4,5,P12|P13,P10|P15,P1|P7,true
60,4,5,P4|P9,P11|P19,P20|P7,true
60,4,5,P1|P2,P12|P18,P11|P16,true
60,6,7,P11|P18,P14|P5,P12|P8,true
60,7,8,P1|P7,P15|P20,P6|P8,true
61,6,7,P17|P8,P1|P11,P12|P9,true
61,7,8,P11|P13,P10|P2,P16|P19,true
63,5,6,P20|P3,P1|P4,P10|P5,true
66,5,6,P12|P19,P2|P7,P11|P8,true
66,6,7,P17|P5,P1|P6,P12|P7,true
68,9,10,P18|P5,P15|P4,P12|P8,true
69,7,8,P16|P4,P5|P9,P15|P8,true
70,8,9,P11|P7,P12|P17,P6|P8,true
70,9,10,P6|P8,P11|P7,P14|P5,true
72,6,7,P3|P8,P11|P15,P2|P5,true
76,5,6,P10|P7,P1|P13,P11|P2,true
76,7,8,P15|P16,P19|P4,P18|P8,true
77,9,10,P3|P9,P1|P17,P12|P6,true
80,5,6,P4|P6,P18|P20,P16|P5,true
80,5,6,P2|P9,P1|P8,P12|P20,true
81,6,7,P16|P18,P11|P4,P12|P5,true
82,5,6,P12|P17,P13|P5,P10|P8,true
82,9,10,P3|P8,P18|P5,P7|P9,true
84,7,8,P11|P6,P12|P15,P10|P8,true
85,7,8,P16|P20,P11|P17,P4|P6,true
86,9,10,P10|P15,P17|P3,P12|P7,true
89,5,6,P5|P7,P13|P16,P1|P12,true
89,8,9,P14|P6,P18|P9,P2|P5,true
90,7,8,P18|P2,P10|P16,P1|P15,true
92,2,3,P19|P5,P3|P6,P2|P9,true
92,4,5,P10|P20,P1|P16,P15|P18,true
92,6,7,P15|P20,P12|P13,P12|P9,true
95,3,4,P1|P3,P18|P4,P12|P20,true
97,5,6,P13|P16,P17|P18,P7|P9,true
98,9,10,P2|P7,P10|P18,P14|P16,true
101,7,8,P2|P20,P6|P9,P17|P7,true
101,8,9,P14|P16,P4|P9,P2|P7,true
101,8,9,P13|P19,P10|P8,P17|P9,true
101,9,10,P11|P3,P18|P5,P10|P13,true
103,3,4,P1|P9,P6|P8,P10|P5,true
103,4,5,P14|P2,P19|P7,P12|P7,true
104,5,6,P12|P19,P10|P8,P17|P6,true
105,9,10,P10|P5,P18|P4,P14|P7,true
106,6,7,P12|P16,P1|P6,P4|P7,true
107,7,8,P5|P9,P19|P4,P13|P7,true
108,4,5,P13|P17,P10|P16,P2|P5,true
108,4,5,P1|P9,P14|P18,P16|P8,true
108,5,6,P11|P6,P18|P4,P1|P4,true
110,9,10,P16|P8,P12|P17,P11|P15,true
111,4,5,P2|P20,P4|P9,P3|P8,true
112,7,8,P10|P2,P13|P7,P1|P9,true
114,6,7,P18|P2,P16|P8,P10|P13,true
115,8,9,P13|P19,P14|P16,P15|P9,true
115,9,10,P12|P6,P20|P3,P10|P14,true
116,8,9,P19|P5,P16|P9,P14|P17,true
119,4,5,P15|P18,P16|P4,P10|P13,true
119,9,10,P11|P6,P19|P7,P17|P18,true
120,3,4,P12|P14,P16|P6,P11|P7,true
124,5,6,P14|P16,P18|P2,P5|P8,true
124,8,9,P5|P8,P13|P17,P11|P18,true
124,9,10,P16|P3,P13|P6,P17|P7,true
125,6,7,P10|P9,P15|P20,P16|P8,true
125,7,8,P16|P8,P10|P9,P11|P14,true
126,5,6,P16|P19,P11|P13,P1|P8,true
128,6,7,P16|P18,P20|P3,P10|P12,true
129,3,4,P14|P3,P15|P6,P20|P5,true
132,8,9,P5|P8,P18|P7,P13|P14,true
133,6,7,P17|P2,P1|P14,P11|P5,true
137,6,7,P14|P4,P11|P5,P15|P17,true
138,6,7,P17|P20,P3|P9,P10|P5,true
138,7,8,P12|P14,P16|P8,P17|P5,true
140,7,8,P11|P4,P16|P9,P12|P14,true
142,9,10,P4|P5,P1|P20,P1|P18,true
146,5,6,P16|P7,P10|P6,P15|P20,true
147,7,8,P15|P18,P20|P5,P14|P6,true
148,6,7,P8|P9,P12|P17,P14|P18,true
149,8,9,P13|P2,P16|P20,P12|P4,true
152,8,9,P13|P17,P1|P2,P12|P3,true
153,7,8,P18|P20,P10|P13,P19|P2,true
