simulationId,fromRound,toRound,pairId,opponentFrom,opponentTo,opponentChanged
294,8,9,P16|P17,P10|P6,P13|P2,true
294,9,10,P3|P6,P4|P8,P20|P7,true
295,4,5,P20|P5,P1|P15,P11|P8,true
295,5,6,P10|P18,P15|P4,P5|P8,true
295,9,10,P1|P19,P2|P3,P10|P20,true
296,7,8,P18|P20,P4|P8,P1|P16,true
298,7,8,P14|P8,P15|P6,P11|P9,true
299,7,8,P13|P16,P17|P20,P19|P5,true
300,6,7,P13|P14,P1|P11,P10|P2,true
301,9,10,P1|P11,P19|P20,P13|P7,true
302,5,6,P14|P17,P13|P18,P19|P20,true
303,9,10,P11|P5,P18|P19,P15|P4,true
306,8,9,P3|P4,P18|P6,P13|P16,true
309,4,5,P5|P6,P19|P7,P1|P20,true
309,6,7,P2|P5,P3|P8,P10|P15,true
312,8,9,P10|P11,P16|P20,P13|P9,true
312,8,9,P15|P19,P13|P7,P14|P17,true
312,9,10,P2|P3,P18|P8,P18|P7,true
316,6,7,P15|P20,P13|P14,P17|P2,true
316,8,9,P14|P16,P10|P19,P1|P6,true
318,9,10,P10|P11,P2|P9,P4|P6,true
319,5,6,P6|P7,P10|P14,P12|P5,true
319,8,9,P18|P20,P17|P5,P8|P9,true
320,9,10,P10|P12,P15|P19,P13|P3,true
321,6,7,P18|P2,P16|P8,P1|P10,true
323,8,9,P19|P2,P10|P4,P11|P13,true
324,5,6,P13|P16,P12|P6,P4|P7,true
324,8,9,P17|P18,P1|P11,P8|P9,true
325,9,10,P13|P14,P1|P15,P16|P17,true
326,6,7,P1|P16,P10|P8,P17|P6,true
326,8,9,P17|P3,P15|P4,P19|P5,true
327,6,7,P11|P17,P14|P15,P2|P3,true
331,5,6,P11|P2,P15|P8,P14|P19,true
332,5,6,P16|P9,P12|P5,P10|P17,true
333,4,5,P17|P18,P5|P8,P12|P3,true
337,5,6,P10|P3,P16|P7,P11|P4,true
337,8,9,P14|P4,P11|P15,P18|P8,true
337,9,10,P3|P7,P16|P17,P13|P5,true
338,8,9,P17|P20,P11|P16,P12|P15,true
339,9,10,P18|P8,P1|P2,P3|P9,true
340,6,7,P13|P14,P12|P17,P5|P7,true
341,5,6,P4|P8,P10|P14,P3|P6,true
342,7,8,P13|P9,P10|P2,P15|P5,true
345,6,7,P7|P8,P14|P9,P10|P3,true
345,9,10,P13|P8,P17|P7,P1|P2,true
346,5,6,P12|P14,P15|P5,P10|P2,true
348,5,6,P1|P10,P12|P3,P11|P9,true
348,6,7,P18|P7,P14|P3,P10|P8,true
348,8,9,P5|P6,P16|P18,P10|P7,true
349,3,4,P18|P19,P10|P8,P12|P6,true
349,5,6,P11|P5,P16|P8,P15|P18,true
349,7,8,P1|P16,P13|P7,P4|P7,true
350,3,4,P1|P8,P14|P17,P15|P7,true
350,6,7,P11|P8,P13|P9,P16|P19,true
351,5,6,P10|P18,P6|P8,P11|P19,true
351,7,8,P12|P6,P16|P20,P17|P8,true
354,6,7,P3|P4,P17|P5,P14|P9,true
355,7,8,P11|P6,P18|P9,P17|P3,true
356,5,6,P12|P8,P15|P4,P1|P10,true
356,7,8,P15|P9,P19|P4,P20|P8,true
357,6,7,P18|P4,P11|P2,P17|P19,true
358,4,5,P19|P6,P4|P5,P16|P17,true
363,6,7,P12|P16,P1|P2,P13|P7,true
363,8,9,P12|P15,P2|P9,P13|P17,true
367,5,6,P17|P19,P1|P9,P10|P15,true
369,5,6,P4|P5,P20|P3,P15|P6,true
369,9,10,P16|P2,P13|P14,P1|P12,true
371,7,8,P13|P18,P10|P3,P12|P6,true
373,7,8,P4|P9,P5|P6,P3|P7,true
373,8,9,P3|P7,P4|P9,P17|P5,true
378,5,6,P4|P5,P3|P7,P10|P17,true
378,7,8,P15|P2,P17|P4,P1|P6,true
381,5,6,P16|P9,P10|P14,P18|P7,true
383,9,10,P17|P2,P5|P7,P1|P10,true
385,6,7,P6|P7,P10|P5,P2|P3,true
388,9,10,P19|P5,P10|P13,P3|P7,true
390,6,7,P10|P9,P16|P20,P19|P8,true
393,4,5,P1|P16,P10|P4,P19|P2,true
393,7,8,P13|P9,P11|P17,P3|P4,true
394,6,7,P11|P19,P14|P3,P18|P6,true
394,7,8,P10|P12,P20|P9,P14|P2,true
394,9,10,P4|P5,P12|P16,P15|P16,true
397,3,4,P17|P3,P19|P20,P15|P7,true
397,5,6,P16|P7,P13|P6,P20|P8,true
398,7,8,P4|P7,P10|P3,P19|P6,true
398,9,10,P12|P4,P16|P20,P15|P6,true
399,5,6,P5|P7,P3|P6,P14|P4,true
400,8,9,P4|P9,P17|P19,P16|P6,true
402,7,8,P14|P18,P2|P20,P10|P6,true
405,4,5,P4|P5,P16|P7,P12|P14,true
408,3,4,P20|P8,P12|P2,P10|P14,true
408,8,9,P1|P2,P11|P6,P17|P5,true
408,8,9,P15|P20,P7|P8,P16|P3,true
409,2,3,P13|P15,P16|P5,P11|P7,true
411,6,7,P11|P20,P5|P8,P17|P6,true
412,5,6,P10|P15,P5|P7,P18|P9,true
413,8,9,P15|P17,P16|P2,P10|P13,true
414,5,6,P1|P5,P12|P6,P10|P20,true
414,7,8,P10|P16,P14|P8,P13|P7,true
418,7,8,P10|P13,P20|P5,P1|P19,true
419,2,3,P18|P5,P2|P9,P12|P7,true
419,8,9,P10|P17,P18|P7,P12|P9,true
420,8,9,P15|P6,P13|P3,P18|P20,true
421,9,10,P3|P7,P11|P14,P10|P20,true
423,3,4,P16|P20,P1|P14,P15|P7,true
425,9,10,P12|P5,P3|P7,P10|P11,true
428,8,9,P13|P18,P12|P3,P11|P19,true
431,9,10,P17|P8,P1|P13,P10|P18,true
432,8,9,P14|P15,P11|P12,P4|P6,true
433,7,8,P17|P9,P12|P18,P2|P4,true
434,6,7,P13|P20,P16|P6,P5|P8,true
435,4,5,P4|P5,P15|P16,P12|P3,true
436,4,5,P17|P5,P4|P7,P13|P14,true
436,5,6,P11|P6,P1|P15,P20|P7,true
436,9,10,P11|P17,P2|P20,P3|P6,true
438,7,8,P13|P9,P6|P8,P10|P19,true
441,4,5,P11|P7,P10|P13,P1|P8,true
441,7,8,P13|P4,P16|P20,P1|P11,true
441,7,8,P17|P9,P3|P8,P12|P6,true
441,9,10,P3|P4,P14|P2,P15|P7,true
444,6,7,P7|P8,P10|P13,P12|P14,true
444,9,10,P18|P2,P8|P9,P11|P7,true
445,7,8,P8|P9,P20|P7,P14|P18,true
447,4,5,P10|P8,P20|P6,P1|P14,true
448,5,6,P1|P15,P14|P4,P5|P7,true
449,6,7,P15|P6,P13|P2,P17|P8,true
450,6,7,P1|P16,P14|P5,P10|P12,true
452,9,10,P10|P13,P11|P3,P14|P5,true
452,9,10,P1|P2,P5|P6,P11|P4,true
453,9,10,P2|P8,P4|P6,P3|P9,true
455,4,5,P1|P2,P3|P4,P12|P6,true
456,9,10,P14|P8,P16|P3,P2|P4,true
457,4,5,P1|P8,P17|P20,P14|P6,true
459,2,3,P10|P13,P19|P9,P11|P16,true
