simulationId,fromRound,toRound,pairId,opponentFrom,opponentTo,opponentChanged
1,3,4,P15|P17,P11|P14,P1|P14,true
2,2,3,P7|P8,P15|P9,P11|P6,true
3,5,6,P1|P19,P14|P18,P12|P4,true
7,3,4,P1|P6,P12|P4,P16|P8,true
7,6,7,P18|P20,P17|P5,P11|P13,true
12,6,7,P16|P8,P15|P6,P17|P9,true
15,7,8,P10|P11,P16|P18,P5|P6,true
19,6,7,P11|P18,P1|P6,P14|P3,true
23,5,6,P11|P3,P16|P5,P19|P20,true
24,8,9,P13|P7,P18|P3,P20|P8,true
25,3,4,P4|P7,P1|P16,P18|P9,true
28,7,8,P1|P6,P16|P2,P13|P8,true
30,6,7,P12|P6,P3|P4,P15|P20,true
33,9,10,P10|P11,P1|P16,P2|P5,true
39,9,10,P7|P9,P10|P6,P14|P3,true
40,6,7,P12|P4,P10|P16,P1|P11,true
42,3,4,P14|P9,P2|P5,P11|P18,true
42,8,9,P5|P9,P18|P19,P18|P7,true
43,4,5,P3|P4,P1|P6,P5|P6,true
45,4,5,P3|P4,P15|P6,P13|P20,true
46,1,2,P6|P9,P3|P4,P16|P20,true
46,9,10,P6|P7,P13|P15,P10|P11,true
47,5,6,P12|P5,P18|P19,P13|P17,true
47,8,9,P1|P8,P15|P3,P14|P2,true
48,6,7,P1|P18,P15|P4,P14|P8,true
49,1,2,P14|P17,P1|P12,P13|P8,true
54,7,8,P17|P5,P4|P6,P10|P14,true
56,6,7,P1|P6,P11|P9,P13|P8,true
57,8,9,P4|P8,P13|P14,P10|P19,true
61,6,7,P12|P4,P1|P20,P11|P8,true
61,9,10,P1|P14,P16|P19,P10|P6,true
64,9,10,P18|P19,P15|P2,P16|P7,true
66,8,9,P14|P20,P12|P3,P15|P3,true
66,9,10,P11|P9,P13|P4,P13|P14,true
68,5,6,P10|P7,P13|P6,P17|P19,true
72,1,2,P6|P8,P10|P2,P19|P9,true
72,2,3,P15|P17,P11|P13,P5|P8,true
75,7,8,P15|P2,P5|P7,P12|P13,true
77,1,2,P16|P18,P19|P20,P2|P8,true
78,8,9,P16|P20,P14|P8,P13|P15,true
81,3,4,P1|P3,P11|P6,P12|P7,true
81,6,7,P13|P9,P14|P4,P1|P3,true
81,8,9,P16|P19,P12|P15,P14|P8,true
82,6,7,P12|P8,P15|P16,P11|P17,true
82,6,7,P11|P17,P10|P5,P12|P8,true
84,3,4,P16|P5,P4|P8,P11|P18,true
84,5,6,P12|P14,P20|P4,P1|P2,true
84,7,8,P3|P9,P15|P17,P19|P8,true
86,6,7,P5|P6,P10|P13,P3|P9,true
87,5,6,P11|P16,P1|P4,P2|P8,true
87,9,10,P18|P3,P10|P19,P20|P6,true
88,3,4,P16|P5,P6|P7,P17|P4,true
89,3,4,P4|P9,P10|P15,P1|P5,true
91,3,4,P2|P8,P18|P20,P1|P5,true
91,5,6,P1|P4,P18|P2,P13|P15,true
97,5,6,P4|P9,P13|P20,P14|P16,true
98,6,7,P11|P5,P17|P4,P16|P2,true
100,2,3,P15|P20,P7|P8,P14|P3,true
100,7,8,P4|P6,P13|P3,P5|P8,true
100,8,9,P14|P16,P12|P7,P10|P7,true
103,7,8,P13|P14,P10|P19,P17|P7,true
104,3,4,P15|P2,P17|P20,P12|P16,true
104,4,5,P14|P20,P11|P18,P3|P7,true
107,2,3,P3|P8,P18|P19,P15|P20,true
109,3,4,P10|P2,P1|P7,P17|P4,true
109,9,10,P20|P6,P12|P8,P3|P7,true
111,8,9,P15|P3,P1|P10,P19|P7,true
116,3,4,P17|P4,P19|P7,P12|P15,true
116,3,4,P12|P15,P13|P18,P17|P4,true
