simulationId,fromRound,toRound,pairId,opponentFrom,opponentTo,opponentChanged
2,7,8,P15|P5,P2|P4,P11|P12,true
2,8,9,P13|P16,P17|P18,P17|P8,true
6,5,6,P11|P8,P13|P15,P10|P16,true
14,1,2,P1|P5,P13|P6,P8|P9,true
14,1,2,P8|P9,P16|P4,P1|P5,true
14,2,3,P10|P17,P18|P19,P2|P6,true
14,5,6,P7|P9,P11|P13,P20|P4,true
16,1,2,P11|P15,P14|P8,P1|P13,true
20,6,7,P20|P7,P16|P9,P14|P2,true
21,6,7,P17|P5,P19|P4,P12|P7,true
21,7,8,P10|P13,P19|P20,P3|P9,true
22,3,4,P11|P17,P14|P2,P4|P8,true
22,3,4,P4|P8,P3|P5,P11|P17,true
22,8,9,P2|P20,P17|P8,P14|P7,true
24,5,6,P12|P17,P13|P6,P16|P6,true
24,6,7,P1|P13,P10|P15,P14|P17,true
26,5,6,P10|P14,P12|P18,P11|P2,true
29,9,10,P19|P20,P13|P2,P15|P2,true
30,1,2,P15|P18,P1|P3,P13|P7,true
31,1,2,P10|P13,P18|P6,P14|P20,true
33,4,5,P6|P8,P5|P7,P2|P9,true
33,8,9,P14|P19,P1|P20,P13|P17,true
34,4,5,P1|P17,P18|P20,P15|P9,true
35,4,5,P17|P9,P13|P19,P11|P5,true
36,2,3,P4|P9,P12|P5,P11|P3,true
36,7,8,P16|P20,P10|P18,P18|P6,true
38,7,8,P4|P7,P10|P12,P15|P17,true
44,6,7,P16|P17,P11|P15,P5|P7,true
44,8,9,P10|P2,P13|P19,P14|P9,true
46,4,5,P14|P7,P11|P12,P3|P4,true
46,6,7,P2|P5,P20|P4,P12|P8,true
46,8,9,P11|P7,P16|P17,P10|P6,true
47,1,2,P19|P20,P13|P4,P17|P9,true
49,1,2,P1|P7,P13|P9,P12|P15,true
50,5,6,P11|P16,P10|P14,P7|P8,true
51,9,10,P1|P3,P13|P7,P15|P2,true
51,9,10,P15|P2,P11|P19,P1|P3,true
51,9,10,P11|P19,P15|P2,P20|P6,true
53,2,3,P19|P8,P14|P15,P2|P6,true
54,5,6,P1|P8,P15|P2,P18|P20,true
55,6,7,P1|P2,P13|P14,P7|P9,true
55,7,8,P7|P9,P1|P2,P3|P6,true
56,2,3,P10|P12,P5|P7,P3|P9,true
56,3,4,P6|P7,P20|P8,P14|P17,true
56,5,6,P8|P9,P4|P5,P14|P18,true
56,8,9,P14|P8,P13|P5,P2|P7,true
