simulationId,fromRound,toRound,pairId,opponentFrom,opponentTo,opponentChanged
1613,9,10,P15|P2,P13|P19,P10|P17,true
1615,5,6,P15|P20,P11|P17,P12|P6,true
1616,9,10,P13|P6,P4|P7,P14|P2,true
1618,8,9,P1|P10,P12|P5,P13|P15,true
1621,7,8,P2|P4,P16|P20,P1|P8,true
1622,6,7,P3|P9,P14|P5,P11|P16,true
1623,1,2,P17|P20,P13|P15,P4|P8,true
1624,1,2,P12|P14,P11|P17,P15|P16,true
1625,9,10,P15|P19,P16|P8,P12|P4,true
1628,1,2,P2|P3,P10|P16,P12|P4,true
1628,3,4,P16|P3,P18|P19,P11|P13,true
1633,4,5,P16|P20,P19|P5,P10|P15,true
1633,5,6,P17|P8,P14|P3,P12|P20,true
1636,4,5,P16|P4,P1|P2,P18|P3,true
1637,5,6,P11|P7,P18|P19,P1|P2,true
1637,6,7,P1|P2,P11|P7,P20|P9,true
1637,7,8,P15|P16,P10|P13,P10|P12,true
1637,9,10,P18|P7,P1|P4,P16|P19,true
1639,6,7,P15|P6,P18|P19,P16|P20,true
1639,8,9,P15|P20,P17|P2,P2|P5,true
1643,2,3,P10|P7,P18|P9,P12|P6,true
1643,6,7,P16|P3,P10|P19,P1|P6,true
1643,9,10,P6|P7,P14|P18,P19|P20,true
1644,1,2,P15|P9,P1|P7,P5|P8,true
1646,7,8,P19|P2,P15|P4,P15|P20,true
1650,6,7,P11|P9,P15|P4,P1|P20,true
1650,7,8,P11|P9,P1|P20,P14|P6,true
1653,4,5,P2|P5,P14|P7,P10|P6,true
1654,4,5,P13|P18,P12|P20,P16|P2,true
1654,6,7,P3|P5,P12|P19,P12|P13,true
1656,7,8,P13|P15,P1|P11,P18|P4,true
1658,6,7,P10|P16,P1|P19,P19|P6,true
1659,2,3,P14|P19,P20|P3,P6|P8,true
1665,6,7,P11|P8,P14|P9,P3|P4,true
1666,6,7,P10|P13,P11|P14,P7|P8,true
1666,9,10,P10|P11,P5|P6,P12|P9,true
1666,9,10,P15|P2,P19|P20,P16|P6,true
1671,4,5,P2|P9,P20|P8,P14|P20,true
1673,4,5,P1|P9,P11|P17,P14|P20,true
1681,8,9,P11|P18,P17|P6,P15|P2,true
1683,8,9,P18|P9,P3|P6,P1|P7,true
1684,2,3,P12|P6,P14|P17,P15|P17,true
1684,4,5,P4|P8,P10|P12,P11|P16,true
1684,8,9,P5|P7,P14|P16,P12|P9,true
1685,7,8,P1|P13,P14|P4,P15|P17,true
1685,7,8,P15|P17,P18|P8,P1|P13,true
1685,8,9,P18|P6,P20|P9,P17|P5,true
1686,9,10,P13|P20,P10|P6,P11|P4,true
1691,9,10,P16|P9,P12|P14,P17|P8,true
1692,6,7,P12|P7,P5|P8,P11|P2,true
1692,7,8,P10|P16,P1|P15,P11|P14,true
1693,9,10,P10|P17,P19|P7,P11|P15,true
1696,5,6,P1|P3,P10|P12,P18|P8,true
1696,9,10,P13|P20,P11|P3,P10|P16,true
1697,7,8,P13|P3,P17|P7,P18|P9,true
1698,7,8,P16|P19,P17|P18,P15|P2,true
1700,5,6,P10|P18,P11|P17,P11|P20,true
1700,9,10,P16|P19,P14|P15,P12|P4,true
1702,7,8,P16|P19,P4|P5,P14|P15,true
1703,6,7,P15|P16,P3|P8,P19|P9,true
1705,7,8,P18|P7,P2|P3,P15|P2,true
1706,3,4,P13|P8,P1|P7,P16|P17,true
1708,3,4,P5|P7,P12|P17,P15|P6,true
1710,9,10,P1|P9,P10|P4,P13|P3,true
1714,7,8,P4|P5,P16|P8,P16|P2,true
1714,8,9,P3|P8,P14|P18,P14|P5,true
1715,6,7,P10|P15,P19|P6,P14|P9,true
1715,6,7,P14|P9,P12|P5,P10|P15,true
1716,8,9,P14|P16,P17|P8,P13|P3,true
1717,5,6,P18|P5,P12|P3,P19|P20,true
1718,5,6,P1|P5,P13|P14,P3|P7,true
1718,7,8,P17|P9,P7|P8,P1|P19,true
1719,6,7,P10|P17,P20|P3,P13|P9,true
1721,7,8,P10|P15,P20|P7,P6|P8,true
1723,4,5,P1|P20,P12|P19,P2|P4,true
1727,5,6,P18|P7,P12|P6,P10|P20,true
1730,4,5,P17|P7,P10|P8,P4|P5,true
1732,3,4,P16|P4,P18|P5,P15|P17,true
1732,7,8,P16|P18,P1|P2,P20|P6,true
1734,2,3,P2|P6,P19|P3,P16|P18,true
1737,6,7,P20|P7,P12|P17,P1|P17,true
1738,3,4,P5|P7,P11|P20,P1|P4,true
1738,6,7,P16|P8,P12|P7,P4|P7,true
1739,1,2,P4|P6,P13|P3,P14|P7,true
1741,2,3,P2|P6,P12|P4,P12|P9,true
1741,7,8,P12|P15,P14|P7,P18|P8,true
1742,8,9,P1|P7,P15|P16,P10|P12,true
1742,9,10,P20|P9,P16|P5,P13|P7,true
1748,5,6,P3|P4,P1|P15,P13|P5,true
1748,8,9,P16|P20,P1|P18,P12|P18,true
1748,9,10,P12|P18,P16|P20,P19|P4,true
1752,2,3,P15|P7,P13|P3,P1|P3,true
1753,9,10,P17|P18,P13|P5,P11|P9,true
1754,3,4,P11|P9,P14|P5,P4|P5,true
1754,7,8,P2|P7,P3|P5,P12|P8,true
1754,8,9,P5|P9,P15|P6,P10|P12,true
1755,5,6,P5|P9,P11|P18,P10|P13,true
1756,4,5,P10|P15,P14|P2,P11|P3,true
1757,2,3,P13|P20,P11|P12,P4|P5,true
1759,5,6,P15|P17,P13|P3,P3|P7,true
1760,1,2,P13|P19,P12|P2,P8|P9,true
1760,9,10,P2|P7,P14|P8,P15|P19,true
1761,9,10,P13|P14,P7|P9,P2|P6,true
1764,1,2,P14|P8,P10|P5,P15|P16,true
1766,4,5,P5|P6,P14|P18,P4|P9,true
1768,6,7,P16|P17,P10|P3,P1|P7,true
1771,2,3,P2|P5,P1|P10,P18|P20,true
1771,9,10,P15|P9,P5|P7,P20|P4,true
1775,3,4,P1|P19,P16|P17,P13|P4,true
1775,7,8,P20|P5,P10|P18,P14|P8,true
1777,8,9,P3|P7,P10|P2,P13|P14,true
1778,4,5,P16|P6,P5|P7,P1|P3,true
1779,9,10,P10|P6,P1|P18,P13|P17,true
1780,2,3,P16|P2,P17|P6,P3|P4,true
1780,4,5,P12|P9,P10|P18,P15|P2,true
1782,6,7,P13|P2,P20|P6,P11|P14,true
1782,7,8,P1|P19,P15|P17,P4|P8,true
1784,9,10,P14|P15,P1|P5,P19|P9,true
1785,8,9,P11|P18,P16|P17,P10|P8,true
1788,1,2,P3|P8,P1|P11,P12|P20,true
1789,3,4,P12|P19,P10|P11,P15|P5,true
1790,8,9,P14|P6,P10|P5,P15|P16,true
1791,3,4,P18|P7,P15|P9,P11|P20,true
1795,3,4,P1|P13,P16|P6,P14|P20,true
1800,5,6,P17|P8,P12|P16,P3|P4,true
1801,7,8,P1|P14,P16|P20,P15|P17,true
1803,7,8,P1|P8,P2|P5,P6|P9,true
1805,3,4,P19|P4,P15|P3,P15|P5,true
1805,8,9,P16|P5,P17|P19,P12|P14,true
1811,5,6,P8|P9,P12|P5,P20|P3,true
1812,8,9,P12|P7,P17|P3,P11|P3,true
1814,1,2,P4|P5,P10|P18,P12|P14,true
1814,5,6,P12|P7,P1|P20,P19|P2,true
1815,1,2,P2|P5,P11|P6,P10|P7,true
1816,2,3,P14|P19,P12|P16,P11|P8,true
1816,4,5,P15|P7,P19|P8,P12|P6,true
1817,6,7,P2|P4,P20|P8,P16|P17,true
1819,7,8,P13|P14,P10|P6,P16|P17,true
1821,4,5,P12|P3,P13|P7,P5|P6,true
1823,2,3,P16|P4,P11|P17,P6|P7,true
1824,8,9,P14|P15,P1|P10,P10|P3,true
1825,3,4,P1|P9,P13|P20,P19|P5,true
1828,2,3,P1|P2,P14|P9,P10|P16,true
1828,7,8,P2|P9,P19|P8,P10|P5,true
1829,4,5,P2|P3,P10|P12,P11|P16,true
1830,5,6,P15|P6,P12|P5,P10|P16,true
1831,5,6,P14|P19,P10|P4,P1|P16,true
1836,3,4,P13|P6,P15|P18,P1|P5,true
1836,9,10,P3|P6,P18|P20,P8|P9,true
1839,7,8,P18|P7,P1|P16,P11|P5,true
1840,7,8,P13|P8,P1|P18,P12|P2,true
1841,2,3,P4|P5,P15|P2,P20|P3,true
1845,6,7,P12|P5,P10|P7,P15|P9,true
1846,3,4,P14|P3,P11|P16,P13|P2,true
1846,9,10,P20|P9,P13|P16,P12|P3,true
1848,3,4,P1|P4,P10|P20,P14|P18,true
1848,5,6,P10|P5,P4|P6,P7|P9,true
1850,2,3,P15|P20,P1|P10,P7|P9,true
1850,9,10,P1|P15,P13|P16,P13|P18,true
1851,2,3,P3|P5,P16|P7,P12|P13,true
1852,5,6,P12|P13,P4|P6,P18|P20,true
1852,6,7,P15|P6,P1|P16,P12|P17,true
1854,8,9,P11|P15,P3|P8,P10|P7,true
1855,5,6,P2|P5,P14|P15,P11|P18,true
1856,6,7,P14|P5,P15|P8,P12|P6,true
1857,5,6,P14|P20,P1|P17,P4|P5,true
1859,2,3,P19|P2,P6|P9,P3|P5,true
1860,5,6,P13|P3,P15|P8,P15|P17,true
1862,9,10,P12|P4,P15|P2,P10|P7,true
1865,6,7,P16|P2,P4|P7,P17|P5,true
1866,7,8,P4|P5,P13|P16,P14|P9,true
1868,3,4,P17|P8,P11|P7,P12|P14,true
1870,3,4,P14|P16,P11|P13,P15|P9,true
1872,2,3,P14|P9,P13|P3,P4|P5,true
1872,7,8,P1|P2,P5|P9,P10|P8,true
1877,5,6,P11|P12,P14|P2,P1|P2,true
1879,6,7,P19|P3,P14|P4,P11|P15,true
1880,2,3,P12|P4,P13|P14,P13|P18,true
1880,9,10,P1|P9,P10|P13,P17|P8,true
1882,7,8,P5|P6,P14|P2,P15|P20,true
1884,5,6,P14|P18,P5|P6,P19|P20,true
1887,6,7,P10|P5,P6|P8,P4|P7,true
1887,8,9,P19|P8,P11|P7,P1|P3,true
1888,4,5,P18|P19,P10|P13,P15|P16,true
1888,8,9,P11|P12,P15|P7,P5|P7,true
1889,1,2,P17|P18,P1|P14,P11|P6,true
1889,4,5,P7|P9,P12|P4,P12|P13,true
1889,6,7,P15|P17,P4|P5,P10|P3,true
1891,9,10,P10|P12,P19|P5,P17|P18,true
1892,5,6,P5|P6,P18|P7,P11|P15,true
1895,6,7,P2|P8,P13|P16,P18|P6,true
1896,1,2,P15|P8,P18|P6,P16|P5,true
1898,7,8,P3|P4,P14|P5,P1|P20,true
1900,3,4,P4|P5,P17|P18,P10|P6,true
1901,6,7,P3|P5,P13|P8,P11|P4,true
1902,7,8,P10|P16,P3|P7,P11|P15,true
1904,2,3,P4|P7,P1|P2,P18|P8,true
1909,1,2,P17|P2,P6|P9,P10|P18,true
1910,4,5,P11|P6,P10|P8,P2|P3,true
1910,8,9,P10|P16,P1|P18,P12|P4,true
1911,6,7,P16|P4,P20|P6,P12|P3,true
1914,5,6,P12|P15,P5|P8,P1|P2,true
1914,6,7,P11|P19,P4|P6,P1|P4,true
1915,9,10,P16|P3,P15|P19,P1|P7,true
1916,2,3,P14|P18,P1|P15,P11|P19,true
1917,4,5,P10|P16,P15|P19,P11|P6,true
1917,5,6,P20|P5,P4|P7,P10|P6,true
1919,3,4,P11|P5,P7|P8,P12|P13,true
1920,5,6,P8|P9,P11|P19,P2|P7,true
1924,9,10,P14|P5,P1|P3,P17|P8,true
1928,7,8,P13|P20,P12|P4,P17|P3,true
1931,6,7,P2|P8,P11|P12,P13|P20,true
1934,3,4,P3|P7,P1|P17,P10|P13,true
1935,2,3,P5|P9,P10|P6,P2|P3,true
1935,6,7,P19|P2,P15|P20,P13|P15,true
1936,8,9,P6|P9,P12|P7,P10|P17,true
1936,9,10,P10|P17,P6|P9,P11|P19,true
1937,9,10,P13|P15,P16|P17,P19|P7,true
1938,7,8,P13|P18,P10|P17,P12|P16,true
1942,5,6,P12|P6,P10|P14,P11|P15,true
1942,7,8,P3|P7,P11|P9,P15|P17,true
1946,1,2,P1|P19,P7|P8,P14|P5,true
1949,5,6,P12|P4,P15|P17,P1|P3,true
1952,4,5,P17|P20,P10|P15,P15|P9,true
1953,4,5,P1|P16,P2|P6,P12|P3,true
1954,5,6,P18|P20,P5|P6,P17|P7,true
1955,5,6,P1|P9,P10|P3,P14|P18,true
1955,7,8,P17|P3,P4|P6,P12|P16,true
1957,5,6,P4|P7,P15|P18,P11|P19,true
1959,3,4,P11|P4,P14|P2,P12|P5,true
1959,9,10,P15|P9,P17|P4,P17|P5,true
1960,6,7,P16|P17,P12|P14,P11|P13,true
1961,1,2,P5|P9,P12|P17,P13|P19,true
1962,2,3,P12|P15,P10|P6,P2|P7,true
1962,9,10,P16|P9,P15|P20,P6|P8,true
1963,2,3,P12|P19,P17|P8,P13|P9,true
1963,5,6,P14|P16,P19|P8,P1|P17,true
1964,7,8,P12|P8,P10|P7,P1|P4,true
1964,8,9,P19|P5,P14|P17,P1|P14,true
1964,9,10,P16|P20,P10|P8,P12|P7,true
1965,9,10,P10|P9,P1|P13,P4|P8,true
1967,4,5,P12|P17,P1|P8,P14|P3,true
1968,7,8,P5|P9,P17|P3,P11|P20,true
1970,8,9,P6|P7,P20|P5,P15|P18,true
1971,8,9,P12|P14,P17|P4,P19|P20,true
1971,9,10,P19|P20,P12|P14,P13|P17,true
1972,4,5,P15|P5,P13|P3,P3|P4,true
1974,5,6,P4|P5,P13|P3,P11|P12,true
1978,7,8,P10|P16,P13|P19,P15|P6,true
1979,2,3,P17|P9,P13|P5,P16|P20,true
1981,8,9,P16|P5,P10|P4,P11|P19,true
1983,6,7,P10|P16,P4|P6,P4|P8,true
1983,8,9,P14|P20,P3|P4,P11|P8,true
1984,2,3,P4|P5,P1|P7,P14|P3,true
1985,2,3,P17|P2,P11|P7,P15|P16,true
1989,5,6,P10|P5,P6|P8,P11|P18,true
1989,6,7,P20|P7,P15|P4,P12|P18,true
1990,9,10,P1|P12,P10|P17,P3|P7,true
1992,6,7,P18|P5,P11|P19,P10|P4,true
1996,8,9,P1|P13,P7|P9,P6|P9,true
2000,7,8,P7|P9,P12|P2,P14|P18,true
2000,8,9,P10|P12,P1|P16,P4|P9,true
2001,3,4,P20|P8,P15|P16,P18|P9,true
2001,9,10,P13|P18,P2|P7,P1|P5,true
2005,8,9,P10|P11,P1|P12,P14|P19,true
2009,5,6,P18|P5,P2|P4,P11|P12,true
2010,7,8,P2|P8,P11|P17,P11|P16,true
2010,9,10,P20|P3,P1|P19,P16|P18,true
2011,6,7,P17|P7,P19|P9,P2|P3,true
2011,8,9,P10|P13,P2|P4,P16|P17,true
2014,2,3,P12|P14,P17|P4,P10|P3,true
2014,5,6,P10|P9,P13|P18,P14|P8,true
2014,9,10,P11|P13,P12|P4,P4|P6,true
2017,7,8,P18|P3,P11|P15,P20|P7,true
2018,4,5,P1|P8,P10|P16,P14|P19,true
2019,1,2,P18|P4,P11|P2,P5|P6,true
2019,3,4,P18|P5,P13|P3,P11|P20,true
2020,6,7,P13|P17,P6|P9,P1|P5,true
2021,4,5,P16|P18,P10|P9,P5|P7,true
2023,5,6,P11|P19,P16|P2,P18|P9,true
2023,6,7,P17|P5,P12|P4,P2|P6,true
2023,8,9,P13|P8,P14|P17,P12|P15,true
2025,2,3,P11|P8,P19|P3,P15|P6,true
2028,3,4,P20|P6,P12|P2,P8|P9,true
2030,6,7,P17|P20,P1|P7,P3|P4,true
2030,8,9,P12|P9,P18|P7,P11|P2,true
2035,3,4,P3|P7,P11|P9,P16|P5,true
2038,2,3,P18|P19,P10|P14,P11|P15,true
2042,7,8,P3|P5,P16|P18,P11|P20,true
2044,8,9,P14|P9,P1|P17,P6|P8,true
2046,4,5,P3|P5,P18|P4,P11|P17,true
2047,5,6,P12|P8,P13|P2,P14|P16,true
2047,5,6,P14|P16,P15|P7,P12|P8,true
2048,9,10,P14|P20,P1|P12,P11|P4,true
2049,2,3,P15|P3,P13|P20,P1|P11,true
2050,5,6,P12|P3,P2|P20,P14|P5,true
2052,9,10,P17|P2,P16|P20,P6|P8,true
2058,1,2,P14|P19,P17|P5,P11|P7,true
2058,2,3,P3|P9,P10|P16,P17|P6,true
2058,7,8,P14|P20,P15|P6,P1|P6,true
2058,8,9,P3|P8,P15|P7,P12|P19,true
2063,4,5,P10|P16,P1|P4,P14|P20,true
2063,9,10,P10|P20,P5|P8,P1|P18,true
2065,9,10,P10|P7,P14|P15,P5|P9,true
2067,4,5,P14|P9,P15|P2,P5|P7,true
2068,5,6,P2|P4,P15|P7,P10|P18,true
2068,9,10,P10|P11,P1|P8,P14|P3,true
2070,5,6,P11|P2,P15|P3,P19|P20,true
2070,9,10,P2|P20,P1|P9,P13|P19,true
2073,2,3,P12|P8,P10|P15,P14|P20,true
2073,9,10,P3|P6,P13|P16,P10|P7,true
2076,9,10,P1|P2,P11|P17,P12|P8,true
2077,6,7,P11|P17,P10|P19,P2|P9,true
2079,1,2,P10|P8,P20|P5,P4|P6,true
2079,4,5,P1|P15,P11|P18,P2|P6,true
2082,2,3,P15|P16,P11|P14,P17|P20,true
2082,4,5,P11|P17,P2|P3,P4|P6,true
2082,6,7,P2|P4,P14|P9,P18|P7,true
2084,7,8,P17|P9,P2|P4,P14|P2,true
2085,3,4,P11|P20,P12|P6,P1|P9,true
2087,3,4,P1|P8,P13|P5,P20|P4,true
2089,9,10,P5|P7,P19|P8,P20|P4,true
2090,6,7,P13|P8,P12|P16,P1|P7,true
2091,1,2,P3|P5,P13|P6,P15|P8,true
2092,4,5,P16|P18,P14|P20,P13|P2,true
2094,8,9,P16|P20,P13|P2,P12|P4,true
2097,4,5,P12|P6,P14|P8,P3|P7,true
2098,2,3,P10|P6,P17|P18,P11|P7,true
2099,9,10,P10|P7,P3|P6,P1|P4,true
2100,3,4,P6|P7,P16|P20,P17|P4,true
2100,5,6,P20|P7,P17|P5,P13|P16,true
2102,5,6,P14|P17,P13|P18,P2|P8,true
2103,3,4,P1|P3,P19|P5,P14|P15,true
2108,8,9,P12|P6,P5|P9,P16|P20,true
2110,2,3,P20|P6,P15|P16,P13|P18,true
2111,5,6,P5|P9,P17|P18,P12|P20,true
2113,1,2,P1|P3,P6|P9,P16|P5,true
2114,1,2,P1|P9,P14|P8,P16|P17,true
2116,1,2,P15|P20,P18|P8,P13|P2,true
2117,9,10,P6|P9,P1|P2,P10|P3,true
2119,6,7,P12|P17,P14|P4,P1|P14,true
2121,4,5,P1|P8,P18|P9,P17|P18,true
2124,8,9,P4|P5,P10|P16,P14|P17,true
2125,9,10,P12|P14,P17|P5,P18|P2,true
2126,4,5,P2|P4,P16|P8,P16|P17,true
2126,9,10,P10|P19,P14|P16,P11|P6,true
2129,3,4,P19|P5,P3|P6,P12|P20,true
2130,5,6,P4|P5,P16|P6,P14|P3,true
2132,6,7,P11|P6,P20|P8,P17|P2,true
2133,8,9,P3|P9,P1|P16,P2|P20,true
2134,6,7,P12|P4,P15|P16,P16|P20,true
2136,2,3,P10|P15,P18|P19,P5|P8,true
2136,3,4,P2|P7,P3|P9,P15|P19,true
2138,5,6,P4|P9,P10|P8,P11|P13,true
2138,6,7,P15|P8,P2|P20,P13|P5,true
2138,7,8,P14|P4,P16|P6,P3|P5,true
2140,4,5,P11|P16,P12|P13,P3|P5,true
2142,5,6,P18|P4,P17|P7,P5|P7,true
2143,8,9,P15|P20,P13|P9,P1|P9,true
2144,9,10,P17|P2,P16|P8,P14|P6,true
2145,7,8,P10|P15,P12|P2,P11|P9,true
2146,7,8,P17|P19,P4|P9,P12|P2,true
2147,2,3,P15|P2,P10|P20,P18|P5,true
2148,2,3,P16|P5,P10|P3,P18|P2,true
2150,1,2,P1|P12,P20|P6,P16|P18,true
2150,7,8,P2|P6,P10|P17,P19|P7,true
2152,9,10,P11|P16,P5|P9,P18|P20,true
2152,9,10,P18|P20,P13|P19,P11|P16,true
2153,4,5,P17|P18,P5|P9,P3|P6,true
2154,2,3,P6|P9,P15|P7,P12|P3,true
2154,4,5,P14|P17,P18|P4,P19|P20,true
2155,6,7,P1|P3,P13|P15,P12|P4,true
2156,9,10,P5|P6,P7|P8,P14|P19,true
2157,1,2,P13|P18,P19|P20,P1|P7,true
2158,5,6,P3|P6,P15|P5,P13|P7,true
2162,6,7,P15|P19,P1|P13,P12|P17,true
2163,9,10,P17|P6,P12|P8,P1|P8,true
2166,6,7,P14|P6,P11|P9,P1|P2,true
2169,5,6,P11|P18,P10|P5,P3|P7,true
2173,8,9,P10|P19,P11|P4,P14|P2,true
2175,4,5,P17|P19,P16|P2,P11|P15,true
2177,9,10,P2|P20,P12|P15,P1|P15,true
2178,3,4,P11|P5,P1|P19,P16|P6,true
2179,7,8,P12|P6,P11|P17,P1|P5,true
2181,4,5,P16|P9,P15|P19,P20|P8,true
2182,2,3,P13|P15,P18|P7,P16|P6,true
2184,9,10,P10|P3,P1|P6,P12|P17,true
2185,7,8,P3|P5,P19|P2,P19|P8,true
2185,9,10,P15|P9,P12|P19,P20|P7,true
2188,4,5,P12|P19,P16|P3,P8|P9,true
2189,3,4,P4|P6,P1|P2,P13|P16,true
2190,4,5,P1|P7,P11|P13,P16|P19,true
2191,1,2,P12|P5,P6|P9,P19|P3,true
2192,9,10,P1|P17,P16|P8,P18|P3,true
2193,5,6,P12|P2,P3|P9,P4|P8,true
2193,7,8,P10|P14,P1|P4,P11|P9,true
2194,1,2,P5|P9,P14|P15,P12|P17,true
2195,8,9,P17|P20,P14|P9,P2|P8,true
2195,9,10,P14|P5,P11|P4,P6|P7,true
2200,3,4,P7|P9,P6|P8,P18|P4,true
2201,2,3,P8|P9,P20|P7,P11|P13,true
2201,9,10,P19|P5,P16|P8,P11|P4,true
2202,1,2,P3|P9,P5|P7,P10|P13,true
2202,3,4,P18|P20,P15|P7,P1|P17,true
2203,1,2,P13|P18,P17|P6,P19|P20,true
2203,9,10,P12|P19,P11|P20,P17|P4,true
2204,2,3,P5|P6,P10|P16,P14|P7,true
2209,6,7,P18|P19,P2|P3,P13|P16,true
2210,9,10,P2|P5,P16|P4,P6|P9,true
2211,1,2,P1|P7,P12|P19,P15|P9,true
2211,3,4,P11|P17,P15|P6,P2|P8,true
2212,4,5,P10|P8,P11|P20,P1|P2,true
2219,6,7,P1|P9,P12|P8,P16|P3,true
2221,5,6,P17|P6,P1|P12,P16|P18,true
2223,1,2,P1|P6,P12|P17,P14|P19,true
2226,8,9,P10|P4,P13|P15,P19|P6,true
2229,9,10,P12|P2,P10|P15,P16|P17,true
2232,4,5,P14|P20,P15|P9,P17|P8,true
2233,5,6,P11|P4,P1|P20,P12|P20,true
2234,2,3,P13|P9,P14|P6,P11|P7,true
2234,9,10,P12|P19,P13|P16,P1|P8,true
2235,6,7,P16|P6,P7|P8,P7|P9,true
2238,2,3,P15|P18,P17|P2,P1|P13,true
2241,7,8,P18|P20,P10|P7,P13|P4,true
2243,5,6,P14|P7,P18|P19,P1|P5,true
2247,1,2,P15|P18,P11|P7,P3|P5,true
2251,5,6,P18|P9,P1|P2,P1|P11,true
2252,3,4,P17|P3,P10|P14,P12|P14,true
2255,9,10,P15|P18,P4|P6,P10|P17,true
2258,6,7,P16|P20,P12|P6,P2|P3,true
2260,9,10,P3|P5,P18|P4,P11|P14,true
2269,9,10,P1|P19,P20|P9,P3|P5,true
2270,8,9,P5|P9,P14|P6,P3|P7,true
2271,5,6,P14|P5,P15|P7,P17|P20,true
2276,8,9,P6|P8,P10|P17,P15|P7,true
2278,9,10,P2|P20,P13|P3,P11|P15,true
2279,1,2,P18|P20,P3|P7,P17|P2,true
2280,4,5,P5|P7,P12|P6,P18|P8,true
2282,6,7,P18|P19,P11|P12,P2|P5,true
2285,9,10,P12|P18,P17|P20,P20|P6,true
2288,3,4,P4|P9,P14|P19,P14|P17,true
2288,9,10,P17|P3,P14|P9,P12|P18,true
2289,1,2,P2|P4,P17|P19,P14|P20,true
2289,3,4,P10|P9,P16|P6,P12|P17,true
2289,9,10,P19|P5,P15|P16,P3|P8,true
2291,8,9,P12|P16,P1|P7,P14|P2,true
2293,8,9,P16|P19,P1|P3,P15|P2,true
2294,8,9,P1|P17,P13|P9,P12|P2,true
2294,9,10,P15|P5,P19|P6,P13|P3,true
2295,2,3,P13|P3,P17|P2,P19|P20,true
2297,7,8,P20|P8,P13|P14,P16|P4,true
2299,8,9,P10|P18,P14|P8,P3|P7,true
2302,5,6,P11|P20,P1|P13,P10|P7,true
2303,4,5,P17|P9,P13|P20,P14|P2,true
2303,7,8,P12|P19,P2|P6,P1|P8,true
2308,2,3,P3|P5,P14|P4,P13|P6,true
2310,1,2,P11|P7,P16|P6,P12|P2,true
2311,5,6,P13|P5,P11|P8,P14|P20,true
2311,6,7,P15|P16,P17|P7,P18|P2,true
2312,6,7,P17|P18,P10|P12,P8|P9,true
2312,7,8,P10|P16,P2|P4,P11|P5,true
2315,6,7,P11|P16,P3|P7,P20|P9,true
2317,3,4,P3|P5,P16|P20,P20|P7,true
2317,4,5,P15|P8,P16|P4,P11|P9,true
2319,4,5,P18|P19,P14|P4,P3|P8,true
2320,9,10,P12|P6,P1|P14,P3|P4,true
2321,7,8,P15|P3,P14|P8,P14|P5,true
2323,7,8,P15|P20,P13|P19,P11|P7,true
2323,8,9,P11|P7,P15|P20,P3|P4,true
2323,9,10,P16|P19,P5|P9,P12|P3,true
2325,1,2,P19|P9,P12|P16,P11|P3,true
2326,5,6,P15|P16,P10|P13,P5|P7,true
2327,7,8,P19|P9,P12|P6,P11|P20,true
2327,8,9,P12|P2,P17|P4,P10|P16,true
2331,1,2,P17|P20,P13|P8,P4|P5,true
2332,9,10,P12|P7,P11|P20,P1|P5,true
2335,2,3,P7|P8,P13|P19,P20|P9,true
2337,2,3,P3|P8,P20|P5,P14|P17,true
2339,1,2,P4|P6,P3|P7,P15|P9,true
2339,6,7,P14|P5,P16|P3,P4|P9,true
2346,3,4,P12|P16,P10|P15,P1|P18,true
2347,4,5,P17|P19,P5|P9,P16|P6,true
2347,6,7,P11|P2,P12|P3,P16|P4,true
2348,1,2,P12|P3,P14|P4,P17|P7,true
2348,8,9,P11|P2,P19|P3,P12|P8,true
2349,9,10,P2|P3,P11|P5,P11|P20,true
2351,7,8,P16|P9,P3|P5,P15|P5,true
2353,8,9,P16|P5,P4|P6,P3|P7,true
2354,4,5,P5|P9,P10|P8,P18|P7,true
2354,7,8,P1|P14,P13|P15,P17|P18,true
2356,5,6,P1|P7,P18|P2,P5|P9,true
2357,8,9,P19|P4,P1|P16,P2|P5,true
2362,7,8,P15|P16,P18|P6,P17|P5,true
2365,1,2,P11|P20,P14|P15,P1|P10,true
2366,5,6,P16|P8,P19|P3,P17|P18,true
2368,5,6,P11|P19,P5|P8,P10|P7,true
2370,7,8,P20|P3,P11|P14,P13|P4,true
2371,5,6,P1|P16,P14|P19,P6|P7,true
2373,1,2,P3|P7,P1|P4,P15|P20,true
2378,8,9,P11|P7,P12|P15,P1|P6,true
2379,6,7,P10|P4,P20|P6,P3|P8,true
2380,5,6,P5|P9,P11|P12,P13|P17,true
2380,9,10,P16|P7,P12|P6,P1|P19,true
2382,9,10,P10|P19,P4|P5,P6|P9,true
2383,1,2,P18|P8,P1|P6,P11|P4,true
2385,9,10,P16|P20,P5|P8,P13|P7,true
2387,8,9,P19|P8,P12|P9,P2|P6,true
2389,1,2,P2|P8,P7|P9,P10|P18,true
2389,6,7,P13|P20,P4|P7,P11|P18,true
2391,2,3,P13|P4,P11|P3,P17|P19,true
2392,4,5,P7|P8,P16|P20,P17|P18,true
2394,2,3,P17|P20,P5|P7,P3|P8,true
2394,9,10,P2|P6,P14|P7,P10|P15,true
2398,8,9,P16|P8,P17|P6,P1|P14,true
2400,3,4,P17|P7,P18|P8,P10|P4,true
2401,4,5,P6|P8,P1|P17,P10|P12,true
2401,8,9,P19|P4,P12|P16,P1|P11,true
