simulationId,fromRound,toRound,pairId,opponentFrom,opponentTo,opponentChanged
2,5,6,P13|P19,P1|P12,P10|P17,true
2,5,6,P10|P17,P11|P3,P13|P19,true
4,2,3,P13|P15,P18|P3,P12|P8,true
5,6,7,P4|P5,P12|P16,P14|P15,true
7,6,7,P19|P6,P14|P15,P18|P20,true
9,6,7,P11|P13,P18|P2,P19|P4,true
9,7,8,P15|P8,P10|P2,P2|P9,true
10,1,2,P14|P6,P13|P7,P2|P3,true
14,1,2,P18|P20,P11|P4,P10|P16,true
14,8,9,P15|P8,P1|P16,P17|P20,true
15,6,7,P1|P8,P14|P15,P10|P11,true
17,2,3,P10|P5,P11|P17,P14|P15,true
17,4,5,P3|P7,P17|P5,P16|P19,true
20,2,3,P10|P7,P1|P2,P6|P8,true
23,2,3,P3|P6,P2|P9,P18|P7,true
26,3,4,P19|P6,P2|P4,P3|P7,true
26,4,5,P16|P4,P10|P17,P20|P5,true
27,5,6,P12|P18,P15|P16,P19|P5,true
29,3,4,P13|P5,P19|P20,P3|P9,true
30,7,8,P18|P2,P1|P11,P10|P8,true
31,6,7,P19|P20,P11|P9,P14|P6,true
33,6,7,P1|P10,P19|P20,P12|P4,true
34,9,10,P18|P2,P1|P12,P11|P3,true
35,4,5,P11|P9,P15|P2,P14|P7,true
36,2,3,P15|P5,P2|P20,P17|P18,true
37,3,4,P1|P4,P13|P7,P12|P6,true
38,5,6,P1|P5,P11|P7,P14|P9,true
39,7,8,P12|P7,P14|P18,P1|P6,true
43,3,4,P14|P19,P11|P2,P5|P7,true
44,9,10,P1|P7,P10|P4,P17|P20,true
46,2,3,P11|P12,P17|P19,P5|P6,true
46,9,10,P17|P3,P12|P16,P10|P16,true
47,6,7,P18|P9,P17|P20,P16|P8,true
48,5,6,P13|P2,P16|P20,P11|P17,true
50,3,4,P10|P12,P14|P2,P1|P16,true
52,5,6,P16|P2,P14|P7,P11|P8,true
54,1,2,P3|P4,P13|P18,P10|P7,true
54,8,9,P15|P19,P20|P4,P18|P8,true
54,9,10,P11|P20,P14|P3,P12|P5,true
55,8,9,P13|P18,P14|P9,P16|P2,true
56,2,3,P14|P4,P3|P7,P2|P20,true
57,1,2,P11|P17,P1|P15,P2|P9,true
60,1,2,P14|P17,P16|P6,P1|P11,true
60,3,4,P15|P5,P18|P20,P10|P17,true
61,1,2,P15|P3,P10|P13,P16|P20,true
61,3,4,P1|P18,P4|P8,P10|P5,true
61,8,9,P15|P7,P1|P11,P2|P4,true
65,5,6,P11|P20,P12|P9,P16|P3,true
66,5,6,P19|P2,P11|P3,P17|P18,true
67,4,5,P14|P20,P1|P11,P10|P12,true
67,9,10,P12|P4,P16|P8,P17|P18,true
70,2,3,P1|P15,P13|P20,P12|P8,true
71,4,5,P18|P19,P15|P7,P1|P9,true
71,6,7,P10|P9,P1|P11,P18|P3,true
71,9,10,P19|P5,P13|P14,P14|P15,true
71,9,10,P12|P4,P3|P9,P2|P7,true
72,1,2,P3|P5,P15|P9,P10|P2,true
72,2,3,P14|P16,P19|P4,P5|P7,true
75,7,8,P4|P6,P13|P7,P12|P15,true
76,5,6,P13|P16,P10|P2,P15|P4,true
78,2,3,P13|P9,P19|P6,P14|P7,true
78,8,9,P14|P20,P11|P9,P2|P5,true
80,2,3,P14|P16,P2|P8,P17|P9,true
80,4,5,P13|P6,P3|P9,P14|P15,true
81,2,3,P15|P9,P14|P3,P20|P5,true
84,4,5,P15|P16,P17|P18,P12|P2,true
84,7,8,P17|P6,P19|P20,P10|P14,true
85,5,6,P13|P4,P16|P7,P1|P11,true
85,9,10,P12|P9,P20|P4,P16|P19,true
91,7,8,P15|P6,P17|P20,P17|P9,true
92,8,9,P19|P8,P12|P5,P1|P15,true
93,6,7,P19|P20,P18|P3,P15|P6,true
94,3,4,P3|P9,P18|P5,P14|P19,true
94,8,9,P16|P17,P14|P9,P1|P10,true
95,3,4,P12|P9,P15|P7,P13|P18,true
96,3,4,P14|P4,P6|P7,P3|P5,true
96,6,7,P10|P18,P12|P5,P13|P7,true
97,3,4,P12|P7,P14|P17,P16|P2,true
98,8,9,P19|P3,P14|P17,P10|P5,true
99,8,9,P3|P9,P14|P8,P15|P6,true
101,5,6,P15|P16,P20|P8,P2|P6,true
103,2,3,P10|P12,P17|P7,P4|P5,true
105,4,5,P12|P9,P13|P15,P3|P5,true
107,6,7,P1|P12,P15|P20,P19|P2,true
110,5,6,P16|P3,P12|P7,P15|P18,true
114,1,2,P15|P20,P11|P7,P4|P9,true
