simulationId,numPlayers,numCourts,rounds,avgGamesBetweenBenches,minGamesBetweenBenches,maxGamesBetweenBenches,theoreticalMax
1,19,4,50,5.282442748091603,0,11,5.333333333333333
2,19,4,50,5.259541984732825,0,11,5.333333333333333
3,19,4,50,5.2748091603053435,0,11,5.333333333333333
4,19,4,50,5.305343511450381,0,11,5.333333333333333
5,19,4,50,5.312977099236641,0,11,5.333333333333333
6,19,4,50,5.305343511450381,0,11,5.333333333333333
7,19,4,50,5.297709923664122,0,12,5.333333333333333
8,19,4,50,5.267175572519084,0,11,5.333333333333333
9,19,4,50,5.290076335877862,0,11,5.333333333333333
10,19,4,50,5.290076335877862,0,11,5.333333333333333
11,19,4,50,5.282442748091603,0,11,5.333333333333333
12,19,4,50,5.282442748091603,0,11,5.333333333333333
13,19,4,50,5.305343511450381,0,10,5.333333333333333
14,19,4,50,5.297709923664122,0,11,5.333333333333333
15,19,4,50,5.312977099236641,0,11,5.333333333333333
16,19,4,50,5.320610687022901,0,11,5.333333333333333
17,19,4,50,5.312977099236641,0,11,5.333333333333333
18,19,4,50,5.297709923664122,0,11,5.333333333333333
19,19,4,50,5.297709923664122,0,11,5.333333333333333
20,19,4,50,5.290076335877862,0,11,5.333333333333333
21,19,4,50,5.282442748091603,0,12,5.333333333333333
22,19,4,50,5.297709923664122,0,12,5.333333333333333
23,19,4,50,5.282442748091603,0,11,5.333333333333333
24,19,4,50,5.297709923664122,0,11,5.333333333333333
25,19,4,50,5.305343511450381,0,11,5.333333333333333
26,19,4,50,5.2748091603053435,0,11,5.333333333333333
27,19,4,50,5.290076335877862,0,11,5.333333333333333
28,19,4,50,5.282442748091603,0,11,5.333333333333333
29,19,4,50,5.305343511450381,0,11,5.333333333333333
30,19,4,50,5.320610687022901,0,11,5.333333333333333
31,19,4,50,5.305343511450381,0,11,5.333333333333333
32,19,4,50,5.282442748091603,0,11,5.333333333333333
33,19,4,50,5.2748091603053435,0,11,5.333333333333333
34,19,4,50,5.282442748091603,0,10,5.333333333333333
35,19,4,50,5.312977099236641,0,11,5.333333333333333
36,19,4,50,5.305343511450381,0,11,5.333333333333333
37,19,4,50,5.312977099236641,0,11,5.333333333333333
38,19,4,50,5.297709923664122,0,12,5.333333333333333
39,19,4,50,5.297709923664122,0,11,5.333333333333333
40,19,4,50,5.297709923664122,0,11,5.333333333333333
41,19,4,50,5.267175572519084,0,11,5.333333333333333
42,19,4,50,5.2748091603053435,0,11,5.333333333333333
43,19,4,50,5.259541984732825,0,10,5.333333333333333
44,19,4,50,5.290076335877862,0,11,5.333333333333333
45,19,4,50,5.267175572519084,0,11,5.333333333333333
46,19,4,50,5.305343511450381,0,10,5.333333333333333
47,19,4,50,5.305343511450381,0,11,5.333333333333333
48,19,4,50,5.267175572519084,0,11,5.333333333333333
49,19,4,50,5.297709923664122,0,11,5.333333333333333
50,19,4,50,5.305343511450381,0,11,5.333333333333333
51,19,4,50,5.259541984732825,0,11,5.333333333333333
52,19,4,50,5.305343511450381,0,11,5.333333333333333
53,19,4,50,5.290076335877862,0,12,5.333333333333333
54,19,4,50,5.259541984732825,0,11,5.333333333333333
55,19,4,50,5.297709923664122,0,11,5.333333333333333
56,19,4,50,5.2748091603053435,0,11,5.333333333333333
57,19,4,50,5.244274809160306,0,11,5.333333333333333
58,19,4,50,5.2748091603053435,0,12,5.333333333333333
59,19,4,50,5.282442748091603,1,11,5.333333333333333
60,19,4,50,5.290076335877862,0,11,5.333333333333333
61,19,4,50,5.282442748091603,0,12,5.333333333333333
62,19,4,50,5.297709923664122,0,11,5.333333333333333
63,19,4,50,5.290076335877862,0,10,5.333333333333333
64,19,4,50,5.282442748091603,0,11,5.333333333333333
65,19,4,50,5.305343511450381,0,10,5.333333333333333
66,19,4,50,5.290076335877862,0,11,5.333333333333333
67,19,4,50,5.297709923664122,1,11,5.333333333333333
68,19,4,50,5.251908396946565,0,11,5.333333333333333
69,19,4,50,5.244274809160306,0,11,5.333333333333333
70,19,4,50,5.305343511450381,0,12,5.333333333333333
71,19,4,50,5.312977099236641,0,11,5.333333333333333
72,19,4,50,5.267175572519084,0,10,5.333333333333333
73,19,4,50,5.305343511450381,0,10,5.333333333333333
