simulationId,playerId,benchRound,gamesSinceLastBench
1,P1,6,4
1,P8,6,2
1,P9,6,4
1,P15,6,4
1,P4,7,1
1,P7,7,3
1,P16,7,2
1,P17,7,3
1,P11,8,5
1,P12,8,3
1,P14,8,2
1,P20,8,3
1,P3,9,6
1,P6,9,6
1,P13,9,5
1,P18,9,4
1,P2,10,4
1,P5,10,8
1,P10,10,7
1,P19,10,4
1,P3,11,1
1,P5,11,0
1,P12,11,2
1,P17,11,3
1,P7,12,4
1,P9,12,5
1,P13,12,2
1,P20,12,3
1,P4,13,5
1,P10,13,2
1,P14,13,4
1,P18,13,3
1,P6,14,4
1,P8,14,7
1,P11,14,5
1,P19,14,3
1,P1,15,8
1,P2,15,4
1,P15,15,8
1,P16,15,7
1,P5,16,4
1,P6,16,1
1,P8,16,1
1,P20,16,3
1,P2,17,1
1,P4,17,3
1,P13,17,4
1,P19,17,2
1,P9,18,5
1,P10,18,4
1,P12,18,6
1,P14,18,4
1,P1,19,3
1,P7,19,6
1,P11,19,4
1,P16,19,3
1,P3,20,8
1,P15,20,4
1,P17,20,8
1,P18,20,6
1,P2,21,3
1,P3,21,0
1,P12,21,2
1,P20,21,4
1,P5,22,5
1,P9,22,3
1,P11,22,2
1,P13,22,4
1,P10,23,4
1,P16,23,3
1,P17,23,2
1,P19,23,5
1,P1,24,4
1,P8,24,7
1,P14,24,5
1,P15,24,3
1,P4,25,7
1,P6,25,8
1,P7,25,5
1,P18,25,4
1,P2,26,4
1,P12,26,4
1,P17,26,2
1,P18,26,0
1,P5,27,4
1,P8,27,2
1,P14,27,2
1,P19,27,3
1,P1,28,3
1,P7,28,2
1,P11,28,5
1,P20,28,6
1,P4,29,3
1,P9,29,6
1,P10,29,5
1,P13,29,6
1,P3,30,8
1,P6,30,4
1,P15,30,5
1,P16,30,6
1,P9,31,1
1,P16,31,0
1,P18,31,4
1,P19,31,3
1,P5,32,4
1,P11,32,3
1,P15,32,1
1,P17,32,5
1,P4,33,3
1,P7,33,4
1,P8,33,5
1,P14,33,5
1,P2,34,7
1,P3,34,3
1,P12,34,7
1,P20,34,5
1,P1,35,6
1,P6,35,4
1,P10,35,5
1,P13,35,5
1,P1,36,0
1,P7,36,2
1,P15,36,3
1,P16,36,4
1,P6,37,1
1,P13,37,1
1,P17,37,4
1,P20,37,2
1,P3,38,3
1,P8,38,4
1,P9,38,6
1,P19,38,6
1,P4,39,5
1,P10,39,3
1,P14,39,5
1,P18,39,7
1,P2,40,5
1,P5,40,7
1,P11,40,7
1,P12,40,5
1,P9,41,2
1,P15,41,4
1,P16,41,4
1,P17,41,3
1,P3,42,3
1,P4,42,2
1,P7,42,5
1,P18,42,2
1,P1,43,6
1,P8,43,4
1,P10,43,3
1,P12,43,2
1,P2,44,3
1,P5,44,3
1,P11,44,3
1,P20,44,6
1,P6,45,7
1,P13,45,7
1,P14,45,5
1,P19,45,6
1,P3,46,3
1,P7,46,3
1,P8,46,2
1,P9,46,4
1,P5,47,2
1,P6,47,1
1,P12,47,3
1,P14,47,1
1,P4,48,5
1,P15,48,6
1,P17,48,6
1,P20,48,3
1,P11,49,4
1,P16,49,7
1,P18,49,6
1,P19,49,3
1,P1,50,6
1,P2,50,5
1,P10,50,6
1,P13,50,4
2,P6,6,3
2,P10,6,2
2,P11,6,1
2,P17,6,2
2,P5,7,4
2,P9,7,4
2,P13,7,2
2,P14,7,3
2,P2,8,6
2,P4,8,2
2,P8,8,6
2,P20,8,6
2,P1,9,3
2,P15,9,5
2,P16,9,7
2,P18,9,6
2,P3,10,4
2,P7,10,4
2,P12,10,5
2,P19,10,5
2,P3,11,0
2,P14,11,3
2,P18,11,1
2,P20,11,2
2,P2,12,3
2,P11,12,5
2,P12,12,1
2,P19,12,1
2,P5,13,5
2,P7,13,2
2,P9,13,5
2,P16,13,3
2,P1,14,4
2,P10,14,7
2,P15,14,4
2,P17,14,7
2,P4,15,6
2,P6,15,8
2,P8,15,6
2,P13,15,7
2,P1,16,1
2,P6,16,0
2,P10,16,1
2,P19,16,3
2,P4,17,1
2,P11,17,4
2,P12,17,4
2,P20,17,5
2,P3,18,6
2,P5,18,4
2,P13,18,2
2,P17,18,3
2,P2,19,6
2,P8,19,3
2,P14,19,7
2,P15,19,4
2,P7,20,6
2,P9,20,6
2,P16,20,6
2,P18,20,8
2,P5,21,2
2,P12,21,3
2,P14,21,1
2,P15,21,1
2,P4,22,4
2,P13,22,3
2,P18,22,1
2,P20,22,4
2,P3,23,4
2,P7,23,2
2,P8,23,3
2,P11,23,5
2,P2,24,4
2,P6,24,7
2,P9,24,3
2,P16,24,3
2,P1,25,8
2,P10,25,8
2,P17,25,6
2,P19,25,8
2,P8,26,2
2,P10,26,0
2,P11,26,2
2,P17,26,0
2,P6,27,2
2,P13,27,4
2,P16,27,2
2,P18,27,4
2,P2,28,3
2,P3,28,4
2,P5,28,6
2,P12,28,6
2,P1,29,3
2,P7,29,5
2,P15,29,7
2,P20,29,6
2,P4,30,7
2,P9,30,5
2,P14,30,8
2,P19,30,4
2,P8,31,4
2,P17,31,4
2,P19,31,0
2,P20,31,1
2,P2,32,3
2,P4,32,1
2,P11,32,5
2,P16,32,4
2,P3,33,4
2,P5,33,4
2,P7,33,3
2,P9,33,2
2,P6,34,6
2,P10,34,7
2,P15,34,4
2,P18,34,6
2,P1,35,5
2,P12,35,6
2,P13,35,7
2,P14,35,4
2,P3,36,2
2,P12,36,0
2,P17,36,4
2,P20,36,4
2,P1,37,1
2,P5,37,3
2,P9,37,3
2,P18,37,2
2,P2,38,5
2,P8,38,6
2,P11,38,5
2,P14,38,2
2,P6,39,4
2,P10,39,4
2,P13,39,3
2,P15,39,4
2,P4,40,7
2,P7,40,6
2,P16,40,7
2,P19,40,8
2,P12,41,4
2,P17,41,4
2,P18,41,3
2,P19,41,0
2,P1,42,4
2,P7,42,1
2,P10,42,2
2,P15,42,2
2,P9,43,5
2,P11,43,4
2,P14,43,4
2,P16,43,2
2,P4,44,3
2,P5,44,6
2,P6,44,4
2,P8,44,5
2,P2,45,6
2,P3,45,8
2,P13,45,5
2,P20,45,8
2,P3,46,0
2,P10,46,3
2,P12,46,4
2,P14,46,2
2,P2,47,1
2,P7,47,4
2,P8,47,2
2,P11,47,3
2,P1,48,5
2,P15,48,5
2,P19,48,6
2,P20,48,2
2,P6,49,4
2,P13,49,3
2,P16,49,5
2,P17,49,7
2,P4,50,5
2,P5,50,5
2,P9,50,6
2,P18,50,8
3,P5,6,0
3,P11,6,1
3,P16,6,4
3,P19,6,2
3,P3,7,4
3,P6,7,5
3,P12,7,4
3,P20,7,1
3,P4,8,2
3,P7,8,4
3,P9,8,2
3,P17,8,3
3,P8,9,6
3,P10,9,4
3,P13,9,5
3,P15,9,7
3,P1,10,7
3,P2,10,6
3,P14,10,8
3,P18,10,5
3,P7,11,2
3,P14,11,0
3,P15,11,1
3,P17,11,2
3,P9,12,3
3,P10,12,2
3,P11,12,5
3,P12,12,4
3,P3,13,5
3,P4,13,4
3,P6,13,5
3,P19,13,6
3,P2,14,3
3,P5,14,7
3,P8,14,4
3,P18,14,3
3,P1,15,4
3,P13,15,5
3,P16,15,8
3,P20,15,7
3,P1,16,0
3,P3,16,2
3,P5,16,1
3,P20,16,0
3,P2,17,2
3,P10,17,4
3,P11,17,4
3,P16,17,1
3,P8,18,3
3,P12,18,5
3,P14,18,6
3,P17,18,6
3,P4,19,5
3,P6,19,5
3,P7,19,7
3,P15,19,7
3,P9,20,7
3,P13,20,4
3,P18,20,5
3,P19,20,6
3,P9,21,0
3,P17,21,2
3,P19,21,0
3,P20,21,4
3,P4,22,2
3,P12,22,3
3,P15,22,2
3,P16,22,4
3,P2,23,5
3,P3,23,6
3,P8,23,4
3,P13,23,2
3,P1,24,7
3,P5,24,7
3,P11,24,6
3,P18,24,3
3,P6,25,5
3,P7,25,5
3,P10,25,7
3,P14,25,6
3,P1,26,1
3,P6,26,0
3,P7,26,0
3,P19,26,4
3,P2,27,3
3,P3,27,3
3,P11,27,2
3,P18,27,2
3,P9,28,6
3,P10,28,2
3,P17,28,6
3,P20,28,6
3,P5,29,4
3,P12,29,6
3,P14,29,3
3,P16,29,6
3,P4,30,7
3,P8,30,6
3,P13,30,6
3,P15,30,7
3,P6,31,4
3,P10,31,2
3,P12,31,1
3,P16,31,1
3,P1,32,5
3,P7,32,5
3,P9,32,3
3,P20,32,3
3,P2,33,5
3,P4,33,2
3,P11,33,5
3,P15,33,2
3,P3,34,6
3,P14,34,4
3,P18,34,6
3,P19,34,7
3,P5,35,5
3,P8,35,4
3,P13,35,4
3,P17,35,6
3,P9,36,3
3,P14,36,1
3,P17,36,0
3,P20,36,3
3,P3,37,2
3,P6,37,5
3,P13,37,1
3,P18,37,2
3,P4,38,4
3,P8,38,2
3,P11,38,4
3,P16,38,6
3,P1,39,6
3,P2,39,5
3,P12,39,7
3,P19,39,4
3,P5,40,4
3,P7,40,7
3,P10,40,8
3,P15,40,6
3,P1,41,1
3,P2,41,1
3,P4,41,2
3,P6,41,3
3,P8,42,3
3,P10,42,1
3,P15,42,1
3,P16,42,3
3,P5,43,2
3,P14,43,6
3,P19,43,3
3,P20,43,6
3,P7,44,3
3,P12,44,4
3,P13,44,6
3,P17,44,7
3,P3,45,7
3,P9,45,8
3,P11,45,6
3,P18,45,7
3,P1,46,4
3,P7,46,1
3,P10,46,3
3,P19,46,2
3,P5,47,3
3,P8,47,4
3,P11,47,1
3,P16,47,4
3,P3,48,2
3,P12,48,3
3,P17,48,3
3,P20,48,4
3,P2,49,7
3,P9,49,3
3,P13,49,4
3,P14,49,5
3,P4,50,8
3,P6,50,8
3,P15,50,7
3,P18,50,4
4,P2,6,1
4,P3,6,3
4,P11,6,0
4,P16,6,2
4,P6,7,4
