simulationId,playerId,benchRound,gamesSinceLastBench
1,P6,6,4
1,P10,6,2
1,P16,6,4
1,P17,6,2
1,P2,7,4
1,P4,7,2
1,P8,7,1
1,P11,7,5
1,P1,8,3
1,P9,8,3
1,P12,8,5
1,P14,8,4
1,P3,9,6
1,P15,9,3
1,P19,9,5
1,P20,9,4
1,P5,10,7
1,P7,10,8
1,P13,10,4
1,P18,10,4
1,P3,11,1
1,P4,11,3
1,P11,11,3
1,P16,11,4
1,P1,12,3
1,P9,12,3
1,P10,12,5
1,P14,12,3
1,P2,13,5
1,P5,13,2
1,P8,13,5
1,P12,13,4
1,P6,14,7
1,P15,14,4
1,P17,14,7
1,P19,14,4
1,P7,15,4
1,P13,15,4
1,P18,15,4
1,P20,15,5
1,P6,16,1
1,P15,16,1
1,P18,16,0
1,P20,16,0
1,P1,17,4
1,P8,17,3
1,P9,17,4
1,P17,17,2
1,P3,18,6
1,P11,18,6
1,P12,18,4
1,P14,18,5
1,P4,19,7
1,P7,19,3
1,P10,19,6
1,P19,19,4
1,P2,20,6
1,P5,20,6
1,P13,20,4
1,P16,20,8
1,P1,21,3
1,P2,21,0
1,P4,21,1
1,P10,21,1
1,P3,22,3
1,P6,22,5
1,P14,22,3
1,P17,22,4
1,P7,23,3
1,P16,23,2
1,P19,23,3
1,P20,23,6
1,P5,24,3
1,P11,24,5
1,P12,24,5
1,P13,24,3
1,P8,25,7
1,P9,25,7
1,P15,25,8
1,P18,25,8
1,P9,26,0
1,P15,26,0
1,P19,26,2
1,P20,26,2
1,P2,27,5
1,P8,27,1
1,P13,27,2
1,P17,27,4
1,P3,28,5
1,P5,28,3
1,P11,28,3
1,P18,28,2
1,P4,29,7
1,P6,29,6
1,P10,29,7
1,P12,29,4
1,P1,30,8
1,P7,30,6
1,P14,30,7
1,P16,30,6
1,P3,31,2
1,P10,31,1
1,P12,31,1
1,P19,31,4
1,P13,32,4
1,P14,32,1
1,P17,32,4
1,P18,32,3
1,P5,33,4
1,P6,33,3
1,P7,33,2
1,P16,33,2
1,P2,34,6
1,P11,34,5
1,P15,34,7
1,P20,34,7
1,P1,35,4
1,P4,35,5
1,P8,35,7
1,P9,35,8
1,P2,36,1
1,P7,36,2
1,P9,36,0
1,P19,36,4
1,P4,37,1
1,P13,37,4
1,P15,37,2
1,P18,37,4
1,P8,38,2
1,P10,38,6
1,P11,38,3
1,P12,38,6
1,P3,39,7
1,P5,39,5
1,P17,39,6
1,P20,39,4
1,P1,40,4
1,P6,40,6
1,P14,40,7
1,P16,40,6
1,P8,41,2
1,P12,41,2
1,P13,41,3
1,P18,41,3
1,P3,42,2
1,P9,42,5
1,P15,42,4
1,P17,42,2
1,P4,43,5
1,P7,43,6
1,P10,43,4
1,P19,43,6
1,P2,44,7
1,P6,44,3
1,P11,44,5
1,P14,44,3
1,P1,45,4
1,P5,45,5
1,P16,45,4
1,P20,45,5
1,P4,46,2
1,P6,46,1
1,P14,46,1
1,P20,46,0
1,P1,47,1
1,P2,47,2
1,P8,47,5
1,P9,47,4
1,P3,48,5
1,P7,48,4
1,P18,48,6
1,P19,48,4
1,P12,49,7
1,P15,49,6
1,P16,49,3
1,P17,49,6
1,P5,50,4
1,P10,50,6
1,P11,50,5
1,P13,50,8
2,P15,6,0
2,P17,6,2
2,P18,6,4
2,P20,6,3
2,P2,7,2
2,P7,7,2
2,P13,7,3
2,P19,7,4
2,P4,8,5
2,P6,8,6
2,P10,8,6
2,P14,8,2
2,P3,9,5
2,P8,9,6
2,P12,9,4
2,P16,9,3
2,P1,10,6
2,P5,10,8
2,P9,10,5
2,P11,10,4
2,P3,11,1
2,P7,11,3
2,P8,11,1
2,P17,11,4
2,P5,12,1
2,P13,12,4
2,P14,12,3
2,P18,12,5
2,P4,13,4
2,P10,13,4
2,P15,13,6
2,P19,13,5
2,P1,14,3
2,P2,14,6
2,P9,14,3
2,P12,14,4
2,P6,15,6
2,P11,15,4
2,P16,15,5
2,P20,15,8
2,P4,16,2
2,P8,16,4
2,P13,16,3
2,P15,16,2
2,P5,17,4
2,P9,17,2
2,P10,17,3
2,P16,17,1
2,P3,18,6
2,P11,18,2
2,P14,18,5
2,P18,18,5
2,P2,19,4
2,P12,19,4
2,P17,19,7
2,P20,19,3
2,P1,20,5
2,P6,20,4
2,P7,20,8
2,P19,20,6
2,P4,21,4
2,P7,21,0
2,P14,21,2
2,P20,21,1
2,P5,22,4
2,P11,22,3
2,P18,22,3
2,P19,22,1
2,P3,23,4
2,P6,23,2
2,P8,23,6
2,P16,23,5
2,P1,24,3
2,P10,24,6
2,P12,24,4
2,P17,24,4
2,P2,25,5
2,P9,25,7
2,P13,25,8
2,P15,25,8
2,P1,26,1
2,P7,26,4
2,P11,26,3
2,P17,26,1
2,P4,27,5
2,P15,27,1
2,P16,27,3
2,P18,27,4
2,P2,28,2
2,P3,28,4
2,P6,28,4
2,P14,28,6
2,P5,29,6
2,P10,29,4
2,P12,29,4
2,P19,29,6
2,P8,30,6
2,P9,30,4
2,P13,30,4
2,P20,30,8
2,P4,31,3
2,P7,31,4
2,P16,31,3
2,P20,31,0
2,P5,32,2
2,P9,32,1
2,P10,32,2
2,P18,32,4
2,P6,33,4
