numPlayers,numCourts,rounds,mean_avg_gap,std_avg_gap,mean_min_gap,mean_max_gap,min_avg_gap,max_avg_gap,theoreticalMax,total_sims
18,4,50,7.7570292682926825,0.06888176217787262,0.3264,15.5698,7.536585365853658,8.0,8,5000
